Authors	Title	Publication Year	DOI	sample size before exclusion	sample_size_after.x	UT	p_oa	p_oa_gold	p_oa_bronze	p_oa_hybrid	p_oa_green	pub_block_begin	pub_block_end	p	mcs	tcs	mncs	mnjs	pp_top_perc	pp_uncited	prop_self_cits	int_cov	pp_collab	pp_int_collab	SO	NR	TC	Z9	U1	U2	SN	JI	PD	WC	SC	AU1_UN	standardized.coder.comment.y	p.value.	MF_short	MF_in_t_a_d_o	MF_clarity	MF_result_report	MF_result_report_clarity	MF_is_positive_finding	Paper_type	is_longtitudinal	paper_clarity	is_replication	is_exploratory	prereg	prereg_link	NA..1	altmetric_jid	issns	cohorts.pub	cohorts.sci	cohorts.com	context.all.count	context.all.mean	context.all.rank	context.all.pct	context.all.higher_than	context.journal.count	context.journal.mean	context.journal.rank	context.journal.pct	context.journal.higher_than	context.similar_age_3m.count	context.similar_age_3m.mean	context.similar_age_3m.rank	context.similar_age_3m.pct	context.similar_age_3m.higher_than	context.similar_age_journal_3m.count	context.similar_age_journal_3m.mean	context.similar_age_journal_3m.rank	context.similar_age_journal_3m.pct	context.similar_age_journal_3m.higher_than	authors1	authors2	authors3	authors4	type	altmetric_id	schema	is_oa	publisher_subjects.name1	publisher_subjects.name2	publisher_subjects.scheme1	publisher_subjects.scheme2	cited_by_posts_count	cited_by_tweeters_count	cited_by_accounts_count	last_updated	score	history.1y	history.6m	history.3m	history.1m	history.1w	history.6d	history.5d	history.4d	history.3d	history.2d	history.1d	history.at	added_on	published_on	scopus_subjects1	scopus_subjects2	readers.citeulike	readers.mendeley	readers.connotea	readers_count	images.small	images.medium	images.large	details_url	publisher_subjects.name3	publisher_subjects.scheme3	pmid	uri	authors5	cited_by_qna_count	subjects	scopus_subjects3	scopus_subjects4	issns1	issns2	issns3	abstract	abstract_source	authors6	authors7	authors8	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_peer_review_sites_count	cited_by_msm_count	authors	publisher_subjects.name	publisher_subjects.scheme	cohorts.doc	publisher_subjects.name4	publisher_subjects.name5	publisher_subjects.name6	publisher_subjects.name7	publisher_subjects.scheme4	publisher_subjects.scheme5	publisher_subjects.scheme6	publisher_subjects.scheme7	cited_by_policies_count	authors9	authors10	subjects1	subjects2	subjects3	cited_by_gplus_count	handles	handle	publisher_subjects.name8	publisher_subjects.name9	publisher_subjects.scheme8	publisher_subjects.scheme9	authors11	authors12	authors13	authors14	authors15	authors16	pmc	scopus_subjects	cited_by_wikipedia_count	cited_by_videos_count	cited_by_pinners_count	cited_by_rdts_count
PINKLEY RL;CONLON DE;SAWYER JE;SLEESMAN DJ;VANDEWALLE D;KUENZI M	THE POWER OF PHANTOM ALTERNATIVES IN NEGOTIATION: HOW WHAT COULD BE HAUNTS WHAT IS	2019	10.1016/J.OBHDP.2018.12.008	510	510	isi000463301800003	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ORGANIZATIONAL BEHAVIOR AND HUMAN DECISION PROCESSES	55	0	0	5	5	0749-5978	ORGAN. BEHAV. HUM. DECIS. PROCESS.	MAR	"PSYCHOLOGY, APPLIED; MANAGEMENT; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY; BUSINESS & ECONOMICS	SOUTHERN METHODIST UNIV																	4f6fa5983cf058f6100050ec	0749-5978	4	4	1	13494857	8.0972626473256	2099501	84	11390571	762	21.359156373193	320	58	442	339157	12.65115201854	81392	75	257451	13	12.9675	4	69	9	Robin L. Pinkley	Donald E. Conlon	John E. Sawyer	Dustin J. Sleesman	article	53914365	1.5.4	FALSE	"Commerce, Management, Tourism And Services"	Psychology And Cognitive Sciences	era	era	9	9	9	1552561513	7.55	7.55	0	0	0	0	0	0	0	0	0	0	7.55	1547474944	1551398400	Psychology	Social Sciences	0	25	0	25	https://badges.altmetric.com/?size=64&score=8&types=tttttttt	https://badges.altmetric.com/?size=100&score=8&types=tttttttt	https://badges.altmetric.com/?size=180&score=8&types=tttttttt	http://www.altmetric.com/details.php?citation_id=53914365					Don Vandewalle			"Business, Management and Accounting"							Maribeth Kuenzi																																											
PRODROMITIS G;CHRYSSOCHOOU X;PAPASTAMOU S	"ACCEPTING AUSTERITY OR GREXIT? PREDICTING ACCEPTANCE OF CRISIS SOLUTION STRATEGIES FROM PEOPLE'S IMAGE OF THE GREECE-EU RELATIONSHIP, THEIR OWN POSITION AND NORMS OF JUSTICE"	2017	10.5334/IRSP.98	739	739	isi000433429600003	1	0	0	1	0	1981	2017	1	1	1	0.701006765472912	1.85766792850322	0	0	0.8	0.433333333333333	0	0	INTERNATIONAL REVIEW OF SOCIAL PSYCHOLOGY	34	5	5	1	1	2397-8570	INT. REV. SOC. PSYCHOL.	APR 5	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	PANTEION UNIV SOCIAL AND POLIT SCI	survey 	0.027	"""In particular, a positive relationship between Greece and EU predicts agreement with harsh austerity and decrease of the public sector through justice beliefs of equity whereas the relationship with Grexit is not mediated by beliefs about norms of justice."""	2	1	"""As can be seen in Figure 1, the
more participants saw the Greece-EU relationship as positive,
the more they agreed with the norm of equity (α1
= 0.124; p < 0.027)"""		1	2	0	1	0	0	0	0	"not entirely sure, but i think i picked the right one here."																																																																																																																												
PROKOP P	"PARTNER SATISFACTION, AS OPPOSED TO CONDOM USE, PREDICTS SYMPTOMS OF DEPRESSION AMONGST WOMEN: A FAILURE TO REPLICATE GALLUP ET AL. (2002)"	2014	10.1016/J.PAID.2014.07.024	261	261	isi000342957300010	0	0	0	0	0	1981	2017	1	0	0	0	0.9228950678399	0	1	NULL	0.793103448275862	1	0	PERSONALITY AND INDIVIDUAL DIFFERENCES	33	0	0	0	33	0191-8869	PERS. INDIVID. DIFFER.	DEC	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	TMAVA UNIV																	4f6fa5123cf058f6100032ca	0191-8869	14	6	2	14092149	8.2899723269905	1269812	90	12820837	4278	15.438934299743	866	79	3412	199741	8.3601463402425	20215	89	179511	91	30.329466666667	22	75	69					article	2595301	1.5.4	FALSE	Psychology	Cognitive Science	era	era	25	25	25	1483194336	12.9	0	0	0	0	0	0	0	0	0	0	0	12.9	1408366610	1417392000	Psychology	Social Sciences	0	16	0	16	https://badges.altmetric.com/?size=64&score=13&types=tttttttt	https://badges.altmetric.com/?size=100&score=13&types=tttttttt	https://badges.altmetric.com/?size=180&score=13&types=tttttttt	http://www.altmetric.com/details.php?citation_id=2595301																						Pavol Prokop			3																																	
SHARP K;ROSS CE;COCKERHAM WC	"SYMPTOMS, BELIEFS, AND THE USE OF PHYSICIAN SERVICES AMONG THE DISADVANTAGED"	1983	10.2307/2136575	618	618	isia1983rh35600004	0	0	0	0	0	1981	2017	1	40	40	1.64627870617322	14.9358635617565	0.25	0	0.0909090909090909	0.6	0	0	JOURNAL OF HEALTH AND SOCIAL BEHAVIOR	19	45	45	0	0	0022-1465	J. HEALTH SOC. BEHAV.		"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY, SOCIAL; SOCIAL SCIENCES, BIOMEDICAL; SOCIOLOGY"	"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH; PSYCHOLOGY; BIOMEDICAL SOCIAL SCIENCES; SOCIOLOGY"	UNIV ILLINOIS																																																																																																																																												
SHEDLETSKY LJ	"COGNITIVE-STYLE, FAMILY HANDEDNESS, AND DEGREE OF LATERALITY ACCOUNT FOR INCONSISTENT SEX-DIFFERENCES IN DIRECTION OF GAZE"	1990	NA	42	42	isia1990dl66200032	NULL	NULL	NULL	NULL	NULL	1981	2017	1	2	2	0.0457319603335124	0.238727658606656	0	0	0	0.636363636363636	0	0																													52fd38463cf05823668b4567	2327-9214	10	2	1	11126160	7.2178448772736	880858	92	10243595	165	4.2577804878049	8	95	157	209630	8.2912488730092	22191	89	187368	7	6.4	1	85	6	"Maloney, Nancy"	"Heider, Arvela R"	"Rockwood, Amy"	"Singh, Ranjit"	article	2814578	1.5.4	FALSE					30	17	18	1441823508		0	0	0	0	0	0	0	0	0	0	0	12.35	1414464955				0	0	0	0	https://badges.altmetric.com/?size=64&score=13&types=ttttttff	https://badges.altmetric.com/?size=100&score=13&types=ttttttff	https://badges.altmetric.com/?size=180&score=13&types=ttttttff	http://www.altmetric.com/details.php?citation_id=2814578																		1							4																																	
SHELDON KM;TITOVA L;GORDEEVA TO;OSIN EN;LYUBOMIRSKY S;BOGOMAZ S	RUSSIANS INHIBIT THE EXPRESSION OF HAPPINESS TO STRANGERS: TESTING A DISPLAY RULE MODEL	2017	10.1177/0022022117699883	155	155	isi000401007400006	1	0	0	0	1	1981	2017	1	1	1	0.701006765472912	0.59073603831987	0	0	0	0.678571428571429	1	1	JOURNAL OF CROSS-CULTURAL PSYCHOLOGY	56	2	2	1	13	0022-0221	J. CROSS-CULT. PSYCHOL.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV MISSOURI																	4f6fa5e93cf058f610005a22		2	2		14356850	8.3904893412086	387381	97	13969517	668	8.6171334332834	21	96	647	265062	14.130916958737	14114	94	250948	10	76.06	4	60	6	"Sheldon, Kennon M."	"Titova, Liudmilla"	"Gordeeva, Tamara O."	"Osin, Evgeny N."	article	18580933	1.5.4	FALSE	Psychology	Cognitive Science	era	era	13	4	10	1505759160	49.292	0	0	0	0	0	0	0	0	0	0	0	49.292	1491557322	1491436800	Psychology	Social Sciences	0	14	0	14	https://badges.altmetric.com/?size=64&score=50&types=mmmmbttt	https://badges.altmetric.com/?size=100&score=50&types=mmmmbttt	https://badges.altmetric.com/?size=180&score=50&types=mmmmbttt	http://www.altmetric.com/details.php?citation_id=18580933					"Lyubomirsky, Sonja"					0022-0221	1552-5422				"Bogomaz, Sergei"	Kennon M. Sheldon	Liudmilla Titova		1		5														Tamara O. Gordeeva	Evgeny N. Osin											Sonja Lyubomirsky	Sergei Bogomaz										
SHERROD LR	ADOLESCENTS' PERCEPTIONS OF RIGHTS AS REFLECTED IN THEIR VIEWS OF CITIZENSHIP	2008	10.1111/J.1540-4560.2008.00588.X	302	286	isi000261222200005	0	0	0	0	0	1981	2017	1	11	11	0.823781905758726	1.55436828278515	0	0	0	0.37037037037037	0	0	JOURNAL OF SOCIAL ISSUES	28	21	21	0	0	0022-4537	J. SOC. ISSUES		"SOCIAL ISSUES; PSYCHOLOGY, SOCIAL"	SOCIAL ISSUES; PSYCHOLOGY	SOC RES CHILD DEV																																																																																																																																												
SHI YW;XU FM;SHE Z;XIANG P;ZHANG H	ROLE OF REGULATORY FOCUS IN THE ASYMMETRIC PERCEPTION OF GAINS VERSUS NONLOSSES AND OF LOSSES VERSUS NONGAINS	2019	10.2224/SBP.7891	449	449	isi000470891800006	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SOCIAL BEHAVIOR AND PERSONALITY	20	0	0	1	1	0301-2212	SOC. BEHAV. PERS.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	JIANGXI NORMAL UNIV;SHANGHAI INST TECHNOL																																																																																																																																												
SHTEYNBERG G;GELFAND M;IMAI L;MAYER DM;BELL C	PROSOCIAL THINKERS AND THE SOCIAL TRANSMISSION OF JUSTICE	2017	10.1002/EJSP.2256	78	78	isi000407833200004	0	0	0	0	0	1981	2017	1	0	0	0	0.690697842451252	0	1	NULL	0.790322580645161	1	1	EUROPEAN JOURNAL OF SOCIAL PSYCHOLOGY	62	0	0	1	7	0046-2772	EUR. J. SOC. PSYCHOL.	JUN	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV TENNESSEE		0.01	"""Specifically, we found that participants with high collectivism and a low need for closure were more influenced by other’s justice in their judgments of supervisor fairness"""	3	0	""" This twoway interaction was qualified by the hypothesized three-way interaction, b= 0.30, t(69) = 2.59, R2= 7.1%, p = .01, Cohen’s d= 0.62, observed power = 0.72 (Table 1; Figure 1)."""	1	1	1	0	1	0	0	0			4f6fa4eb3cf058f610002857	0046-2772	1			14347706	8.3877307652931	12683906	1	0	1033	16.138432170543	985	1	0	265968	13.50578646975	225178	1	0	9	23.86475	8	1	0	Garriy Shteynberg	Michele Gelfand	Lynn Imai	David M. Mayer	article	20299277	1.5.4	FALSE	Psychology	Cognitive Science	era	era	1	1	1	1495268478	0.25	0	0	0	0	0	0	0	0	0	0	0	0.25	1495199941	1495152000	Psychology	Social Sciences	0	21	0	21	https://badges.altmetric.com/?size=64&score=1&types=tttttttt	https://badges.altmetric.com/?size=100&score=1&types=tttttttt	https://badges.altmetric.com/?size=180&score=1&types=tttttttt	http://www.altmetric.com/details.php?citation_id=20299277	Sociology	era			Chris Bell																																																					
SIBLEY CG;LIU JH;KHAN SS	IMPLICIT REPRESENTATIONS OF ETHNICITY AND NATIONHOOD IN NEW ZEALAND: A FUNCTION OF SYMBOLIC OR RESOURCE-SPECIFIC POLICY ATTITUDES?	2010	10.1111/J.1530-2415.2009.01197.X	142	142	isi000208274200003	0	0	0	0	0	1981	2017	1	3	3	0.273699774807902	0.62342726484022	0	0	0.666666666666667	0.647058823529412	1	0	ANALYSES OF SOCIAL ISSUES AND PUBLIC POLICY	37	10	10	0	6	1529-7489	ANAL. SOC. ISSUES PUBLIC POLICY	DEC	"SOCIAL ISSUES; PSYCHOLOGY, SOCIAL"	SOCIAL ISSUES; PSYCHOLOGY	UNIV AUCKLAND																																																																																																																																												
SIIRA V;WAHLBERG KE;MIETTUNEN J;LAKSY K;TIENARI P	PSYCHOMETRIC DEVIANCE MEASURED BY MMPI IN ADOPTEES AT HIGH RISK FOR SCHIZOPHRENIA AND THEIR ADOPTIVE CONTROLS	2004	10.1207/S15327752JPA8301_02	189	182	isi000222974100002	0	0	0	0	0	1981	2017	1	4	4	0.103769177485837	0.616353131790878	0	0	0.555555555555556	0.642857142857143	1	0	JOURNAL OF PERSONALITY ASSESSMENT	52	8	8	0	3	0022-3891	J. PERS. ASSESS.	AUG	"PSYCHOLOGY, CLINICAL; PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV OULU																																																																																																																																												
SILVA P;MATOS AD;MARTINEZ PECINO R	CONFIDANT NETWORK AND QUALITY OF LIFE OF INDIVIDUALS AGED 50+: THE POSITIVE ROLE OF INTERNET USE	2018	10.1089/CYBER.2018.0170	1906	1828	isi000447606600001	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	CYBERPSYCHOLOGY BEHAVIOR AND SOCIAL NETWORKING	61	0	0	5	12	2152-2715	CYBERPSYCHOLOGY BEHAV. SOC. NETW.	NOV	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV MINHO																	4f6fa4eb3cf058f6100026c1		4		2	14333347	8.3853168823143	4317164	69	9983267	1006	25.868370149254	525	47	477	320350	13.608325001794	125895	60	193036	20	15.289473684211	6	70	14	Patricia Silva	Alice Delerue Matos	Roberto Martinez-Pecino		article	49990017	1.5.4	FALSE	Psychology	Cognitive Science	era	era	8	7	8	1577729536	3.1	0.25	0.25	0.25	0	0	0	0	0	0	0	0	3.1	1540068974	1541030400			0	22	0	22	https://badges.altmetric.com/?size=64&score=4&types=tttttttf	https://badges.altmetric.com/?size=100&score=4&types=tttttttf	https://badges.altmetric.com/?size=180&score=4&types=tttttttf	http://www.altmetric.com/details.php?citation_id=49990017	Information Systems	era	30335512							2152-2715	2152-2723							1							1																1822/62813	1822/62813																
SILVERN LE;KATZ PA	GENDER-ROLES AND ADJUSTMENT IN ELEMENTARY-SCHOOL-CHILDREN - A MULTIDIMENSIONAL APPROACH	1986	10.1007/BF00288248	159	139	isia1986a597200006	0	0	0	0	0	1981	2017	1	11	11	0.392787417750901	1.04671174133436	0	0	0.0833333333333333	0.611111111111111	1	0	SEX ROLES	51	12	12	0	6	0360-0025	SEX ROLES	FEB	"PSYCHOLOGY, DEVELOPMENTAL; PSYCHOLOGY, SOCIAL; WOMEN'S STUDIES"	PSYCHOLOGY; WOMEN'S STUDIES	UNIV COLORADO																	4f6fa5143cf058f61000351e					7003923	6.2581728620023	1641428	64	4551236	1499	8.4659172229639	438	62	938	87664	11.374738395903	26632	67	59575	4	47.55	2	50	2	Louise E. Silvern	Phyllis A. Katz			article	15636114	1.5.4	FALSE	Other Studies In Human Society	Psychology	era	era	3		1	946684800	3	0	0	0	0	0	0	0	0	0	0	0	3	1484987106	507600000	Psychology	Social Sciences	0	10	0	10	https://badges.altmetric.com/?size=64&score=3&types=dddddddd	https://badges.altmetric.com/?size=100&score=3&types=dddddddd	https://badges.altmetric.com/?size=180&score=3&types=dddddddd	http://www.altmetric.com/details.php?citation_id=15636114	Public Health And Health Services	era		http://link.springer.com/10.1007/BF00288248						0360-0025	1573-2762															Anthropology/Archaeometry	Developmental Psychology	Interdisciplinary Studies	Psychology	springer	springer	springer	springer	1									Social Psychology	Sociology	springer	springer												
SILVERN LE;NAKAMURA CY	"POWERLESSNESS, SOCIAL-POLITICAL ACTION, SOCIAL-POLITICAL VIEWS - THEIR INTERRELATION AMONG COLLEGE STUDENTS"	1971	10.1111/J.1540-4560.1971.TB00682.X	223	220	isia1971l625300005	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF SOCIAL ISSUES	45	31	31	0	1	0022-4537	J. SOC. ISSUES		"SOCIAL ISSUES; PSYCHOLOGY, SOCIAL"	SOCIAL ISSUES; PSYCHOLOGY	UNIV CALIF																																																																																																																																												
SILVIA PJ;DUVAL TS	PREDICTING THE INTERPERSONAL TARGETS OF SELF-SEWING ATTRIBUTIONS	2001	10.1006/JESP.2000.1468	44	44	isi000169848800006	1	0	0	0	1	1981	2017	1	6	6	0.118771457916173	1.06110750423025	0	0	0.75	0.666666666666667	1	0	JOURNAL OF EXPERIMENTAL SOCIAL PSYCHOLOGY	34	24	24	0	0	0022-1031	J. EXP. SOC. PSYCHOL.	JUL	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	UNIV KANSAS																																																																																																																																												
SINCOFF JB;ROSENTHAL R	CONTENT-MASKING METHODS AS DETERMINANTS OF RESULTS OF STUDIES OF NONVERBAL-COMMUNICATION	1985	10.1007/BF00987143	76	76	isia1985aqu6400005	0	0	0	0	0	1981	2017	1	8	8	0.188986907297224	0.643080448441944	0	0	0	0.538461538461538	0	0	JOURNAL OF NONVERBAL BEHAVIOR	37	8	8	0	0	0191-5886	J. NONVERBAL BEHAV.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	HARVARD UNIV																																																																																																																																												
SINGER MI;PETCHERS MK;HUSSEY D	THE RELATIONSHIP BETWEEN SEXUAL ABUSE AND SUBSTANCE ABUSE AMONG PSYCHIATRICALLY HOSPITALIZED ADOLESCENTS	1989	10.1016/0145-2134(89)90071-9	96	96	isia1989al47700002	0	0	0	0	0	1981	2017	1	86	86	4.53132345622003	1.77779313893904	0.666666666666667	0	0.0227272727272727	0.611111111111111	1	0	CHILD ABUSE & NEGLECT	24	87	87	0	2	0145-2134	CHILD ABUSE NEGL.		"FAMILY STUDIES; PSYCHOLOGY, SOCIAL; SOCIAL WORK"	FAMILY STUDIES; PSYCHOLOGY; SOCIAL WORK	CASE WESTERN RESERVE UNIV																	4f6fa4ea3cf058f610002502	0145-2134				12299688	7.6122880826007	3529171	49	6098936	2257	7.5533608156028	951	32	730	336366	12.140998528384	114709	63	213733	60	18.830169491525	35	40	24	Mark I. Singer	Marcia K. Petchers	David Hussey		article	15022036	1.5.4	FALSE	Psychology	Social Work	era	era	1		1	725846400	3	0	0	0	0	0	0	0	0	0	0	0	3	1482579454	599616000	Health Sciences	Social Sciences	0	26	0	26	https://badges.altmetric.com/?size=64&score=3&types=dddddddd	https://badges.altmetric.com/?size=100&score=3&types=dddddddd	https://badges.altmetric.com/?size=180&score=3&types=dddddddd	http://www.altmetric.com/details.php?citation_id=15022036								Psychology	Medicine																									1																								
SINGER SL;STEFFLRE B	A NOTE ON RACIAL-DIFFERENCES IN JOB VALUES AND DESIRES	1956	10.1080/00224545.1956.9919230	290	290	isia1956cbe3200015	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	JOURNAL OF SOCIAL PSYCHOLOGY	4	3	3	0	0	0022-4545	J. SOC. PSYCHOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																																																																																																																																												
SINGH MANOUX A;FINKENAUER C	CULTURAL VARIATIONS IN SOCIAL SHARING OF EMOTIONS - AN INTERCULTURAL PERSPECTIVE	2001	10.1177/0022022101032006001	555	555	isi000171745900001	1	0	0	0	1	1981	2017	1	21	21	0.415700102706604	1.31121968213978	0	0	0	0.5	1	1	JOURNAL OF CROSS-CULTURAL PSYCHOLOGY	45	24	25	0	9	0022-0221	J. CROSS-CULT. PSYCHOL.	NOV	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	NOTREPORTED																																																																																																																																												
SKINNER CS;CHAMPION V;MENON U;SESHADRI R	"RACIAL AND EDUCATIONAL DIFFERENCES IN MAMMOGRAPHY-RELATED PERCEPTIONS AMONG 1,336 NONADHERENT WOMEN"	2002	10.1300/J077V20N03_01	1336	907	isi000178774400001	0	0	0	0	0	1981	2017	1	14	14	0.29621224786024	0.437265699222259	0	0	0.3	0.611111111111111	1	0	JOURNAL OF PSYCHOSOCIAL ONCOLOGY	37	18	18	0	1	0734-7332	J. PSYCHOSOC. ONCOL.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	DUKE UNIV	other	0.05	"""Rather than displaying less favorable perceptions of mammography, African-American women were more likely to
perceive higher benefits and self-efficacy and less likely to perceive stronger barriers to mammography. """	3	1	"""Perceived benefits of mammography were significantly different between African Americans and Caucasians. "" aDifferences are significant at p ? .05."	0	0	3	0	2	0	0	0		p value is not mentioned in text. 																																																																																																																												
SKINNER NF;GIOKAS JA;HORNSTEIN HA	PERSONALITY-CORRELATES OF MACHIAVELLIANISM .1. CONSENSUAL VALIDATION	1976	10.2224/SBP.1976.4.2.273	72	72	isia1976cy55700018	NULL	NULL	NULL	NULL	NULL	1981	2017	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	SOCIAL BEHAVIOR AND PERSONALITY	12	6	6	0	1	0301-2212	SOC. BEHAV. PERS.		"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	KINGS COLL		0.025	"""Compared to control group data obtained under standard instructions, participants asked to fake their replies to the Howarth Personality Questionnaire in the way they felt a Machiavellian (i.e., socially manipulative) individual would honestly respond scored significantly higher on ascendance-dominance, trust vs. suspicion, and impulsiveness, and significantly lower on superego, inferiority, and cooperativenessconsiderateness. Preliminary analysis suggests that these traits are congruent with the personality characteristics of authentic high Machs."""	2	1	"""Specifically, Machiavellians scored significantly higher on ascendance-dominance (t = -3.73, df = 70, p < .0005), impulsiveness (t =-2.44, df = 70, p < .025) and trust vs. suspicion (t = 3.71, df = 70, p < .0005), and
significantly lower on superego (t = 1.75, df = 70, p < .05), cooperativeness-considerateness (t =
3.97, df = 70, p < .0005), and inferiority (t = 2.11, df = 70, p < .025)"""	1	1	1	0	2	0	0	0		"The main finding/conclusion is enumaration of several tests, all mentioned in report1"																																																																																																																												
SKOWRONSKI JJ;CARLSTON DE	"SOCIAL JUDGMENT AND SOCIAL MEMORY - THE ROLE OF CUE DIAGNOSTICITY IN NEGATIVITY, POSITIVITY, AND EXTREMITY BIASES"	1987	10.1037/0022-3514.52.4.689	50	50	isia1987g679900004	0	0	0	0	0	1981	2017	1	373	373	7.77030243999787	3.26828565284159	1	0	0.038659793814433	0.619047619047619	1	0	JOURNAL OF PERSONALITY AND SOCIAL PSYCHOLOGY	71	445	453	2	41	0022-3514	J. PERS. SOC. PSYCHOL.	APR	"PSYCHOLOGY, SOCIAL"	PSYCHOLOGY	KANSAS STATE UNIV AGR AND APPL SCI;UNIV IOWA																	4f6fa5163cf058f6100037a6					8302052	6.9984430163018	608559	92	7685998	5933	10.345234996628	847	85	5067	241092	8.3081536847082	22537	90	218335	42	21.742	15	64	27	John J. Skowronski	Donal E. Carlston			article	3413169	1.5.4	FALSE	Psychology	Cognitive Science	era	era	4		4	1472569439	14	0	0	0	0	0	0	0	0	0	0	0	14	1423259696	544233600	Psychology	Social Sciences	0	210	0	210	https://badges.altmetric.com/?size=64&score=14&types=eemmwwww	https://badges.altmetric.com/?size=100&score=14&types=eemmwwww	https://badges.altmetric.com/?size=180&score=14&types=eemmwwww	http://www.altmetric.com/details.php?citation_id=3413169	Marketing	era								0022-3514 (Print)	0022-3514									1	1																																		2			
